symbol,CEO,employees,HQc,HQs,founded,MC,PER,description,high,low,open,volume,yearHigh,yearLow,tags 

"AAAAF","Geovanni Bergnaum",2628,"Friesenmouth","New Jersey",1919,341.2,"15.07","Ut quidem fugiat dicta commodi incidunt perspiciatis ex et sit. Sequi incidunt consequatur excepturi vel reiciendis quidem. Blanditiis iure et non quas neque.\n \rEnim ut sunt minus. Suscipit quibusdam accusamus fuga tenetur ipsa ex. Nam iure expedita similique corporis cupiditate delectus et qui ipsum.\n \rRerum minima repellendus ea nemo esse facilis ex. Vero est ut. Commodi sequi animi qui eveniet esse placeat minus exercitationem. Omnis non in ut voluptatum et nemo maxime exercitationem. Mollitia repellat commodi. Qui temporibus non.","77.55",73.14,75.61,"9.93",111.68,48.97,["ETF","Upcoming Earnings","New On TradeDesk","Internet","Manufacturing","Aerospace","Health"] 

"AAAAG","Demarcus Jacobi",5616,"West Katherine","Connecticut",1896,327.26,"49.03","Officiis modi asperiores asperiores. Et est omnis explicabo nam delectus voluptatem quo cum quam. Quae qui nobis ipsam iusto temporibus atque nisi. Ad voluptatem debitis exercitationem eius sunt perferendis. Explicabo nam beatae vitae aut asperiores quia. Eos sint magnam.\n \rRerum aut ullam nam quo. Id eaque deleniti qui eum sed. Et aut est autem at aut autem. Beatae voluptas et.\n \rAut non aspernatur quaerat modi voluptas illo. Rerum recusandae vitae et nihil est. Saepe enim quas ea officia cupiditate optio autem est voluptas.","94.31",90.14,92.61,"9.58",128.68,65.97,["REIT","Banking","Semiconductors","Oil and Gas","Upcoming Earnings","100 Most Popular","New On TradeDesk"] 

"AAAAH","Vanessa Grimes",5056,"O'Connerstad","Maine",1903,262.27,"64.68","Voluptas quasi ut. Veritatis aspernatur ut et error omnis minima. Distinctio suscipit sunt itaque debitis sunt qui quidem. Voluptas consequatur commodi enim vel quaerat ut iste. Ab repellat quaerat eaque omnis repudiandae laborum sed nihil. Quasi deleniti impedit omnis culpa.\n \rExplicabo voluptatem maxime asperiores quia qui harum et similique. Eius ratione omnis rem voluptate aut ut. Soluta libero hic consequuntur. Sunt doloribus maxime ad ab voluptas in.\n \rAlias et consequatur est ab facilis et. Eos asperiores saepe est qui consectetur. Esse illo dolores aut molestias incidunt. Totam blanditiis nisi.","136.06",132.14,134.61,"10.83",170.68,107.97,["ETF","Electronic","Automotive","Health","Aerospace","Banking","Entertainment"] 

"AAAAI","Elias Hilll",14319,"Jacobsstad","West Virginia",1931,250.4,"40.76","Aut totam non quasi eaque cupiditate ea ut inventore. Tempora omnis vel atque occaecati ut. Culpa aspernatur et voluptatibus et impedit itaque quas consequatur placeat. Quis in voluptate maiores tempora. Dolorum quod ducimus vitae ipsum explicabo est voluptas iure.\n \rQui consectetur consequatur cupiditate rerum. Possimus alias voluptate dolor ut mollitia amet facilis iste est. Et et quia. Cupiditate qui omnis earum atque quaerat eligendi molestias non quibusdam. Facilis maiores laudantium.\n \rCum veniam quae distinctio praesentium ab dolorum aliquam. Deserunt consequatur ratione voluptas est qui expedita omnis. In ipsam maxime id qui voluptatum ullam. Optio unde quae et. Autem debitis aut delectus id inventore debitis. Similique magni et.","267.64",263.14,265.61,"2.31",301.68,238.97,["Technology","Pharmaceutical","100 Most Popular","Manufacturing","Entertainment","Video Games","Electronic"] 

"AAAAJ","Tito Hettinger",18237,"Kertzmannshire","Mississippi",1968,240.32,"88.91","Labore quam dolores maiores officiis sunt. Reiciendis maiores et. Enim ducimus porro id. Consequatur consequatur quaerat sint dignissimos dolorem neque et rem officia. Quia ducimus minus rerum nihil quasi nihil consequuntur.\n \rMagnam sit odit quisquam est eos commodi cumque ex. Aut qui id perspiciatis cum. Eum soluta velit.\n \rExcepturi sunt impedit natus ut rerum rem facilis. Ab eius quaerat omnis rerum non odit sit. Vitae rerum enim voluptatem adipisci ut et voluptas magnam esse. Consequatur dolore nisi commodi.","88.99",84.14,86.61,"11.21",122.68,59.97,["Pharmaceutical","Consumer Products","Finance","100 Most Popular","Social Media","Upcoming Earnings","Oil and Gas"] 

"AAAAK","Ahmed Hammes",11284,"North Edmundchester","New Hampshire",1934,222.6,"78.86","Ut sed quia eos temporibus. Magni natus impedit iure iure. Earum iusto reprehenderit quas sunt voluptates ipsam. Molestias animi repellat rerum.\n \rSed enim et qui non veritatis non aut enim. Asperiores deleniti eum at a et iure fuga corrupti. Sit corrupti libero molestiae ut nemo ut molestias fugit molestiae. Iusto et pariatur vero facere laudantium dolores laudantium.\n \rConsequuntur ab animi consequatur ducimus magni aut quam fuga. Ea ut ut. At iusto quos minus et optio dolores molestiae excepturi quasi.","184.49",180.14,182.61,"29.48",218.68,155.97,["Internet","New On TradeDesk","Oil and Gas","Materials","Electronic","Video Games","Software Service"] 

"AAAAL","Dana Friesen",15721,"Lake Leola","Connecticut",1950,235.5,"89.89","Doloribus aliquam nihil iure nulla et et totam. Nesciunt deleniti vel. Quis temporibus officiis ut optio nulla ea. Et explicabo est et dolorum. Voluptatem quam distinctio sit illo ex ea debitis officia eveniet. Nobis architecto voluptatem non dolor suscipit aut possimus eius.\n \rEst eius eligendi. Hic qui quidem. Accusantium nisi aut neque ut molestias magni. Et quod aut nam et velit numquam est qui est.\n \rMinus amet beatae ipsa eum consequuntur autem voluptatibus. Est enim expedita sed minima est maiores ut autem. Vero voluptas aut et ut consequatur unde eos. Nemo voluptatem reprehenderit accusantium ut vero optio est deserunt fugiat. Mollitia a non molestiae aperiam beatae sed.","149.23",145.14,147.61,"28.27",183.68,120.97,["Upcoming Earnings","Internet","Semiconductors","100 Most Popular","Materials","Health","Social Media"] 

"AAAAM","Britney Conroy",6383,"O'Connellhaven","North Dakota",2003,234.32,"78.57","Aliquid porro quis unde iusto veniam optio mollitia nostrum et. Quia aspernatur ea et facilis dolorem quasi aperiam. Quia qui ad. Delectus laudantium occaecati. Occaecati autem consequuntur modi et magni consequatur totam.\n \rExpedita sit blanditiis. Sapiente ratione vitae et odit voluptatem est iste. Omnis ipsa repellendus voluptate quaerat porro in. Minima incidunt soluta aut placeat voluptatem. Dolorum quo expedita laudantium ab aut dolor quia distinctio pariatur. Quibusdam unde cupiditate corrupti eos ratione.\n \rExplicabo dolores corporis cupiditate iusto accusantium. In ut ut architecto delectus. Eligendi quia et eum dignissimos est dolores consequuntur molestiae ducimus.","169.84",165.14,167.61,"28.81",203.68,140.97,["ETF","Materials","Software Service","Video Games","Consumer Products","Food","Electronic"] 

"AAAAN","Carmine Torp",8938,"East Jordane","North Dakota",1969,228.66,"10.81","Aliquid at consequatur qui repudiandae. Blanditiis est quia velit. Nisi perferendis dignissimos vel aut voluptas ut aut non assumenda. Facilis rem officiis et quia ea dicta voluptas occaecati vero.\n \rSuscipit excepturi ad blanditiis omnis et. Aut error qui autem laboriosam id possimus. Ab quas voluptas error.\n \rDeleniti nemo nihil exercitationem. Autem et voluptas sit nostrum dolores nulla quo saepe. Velit nihil sint est magni sapiente ratione repudiandae cumque. Nihil debitis provident a id iusto libero. Earum voluptatibus incidunt provident. Alias iste quo et.","287.79",283.14,285.61,"11.67",321.68,258.97,["100 Most Popular","Health","Electronic","Materials","Aerospace","Entertainment","Consumer Products"] 

"AAAAO","Ada Schuster",14467,"East Raeganmouth","West Virginia",1997,214.03,"52.75","Rerum ducimus maiores. Ipsam nemo consequuntur quasi. Temporibus quibusdam exercitationem at aut consequuntur a nemo. Veritatis placeat qui.\n \rDolor et placeat et ipsum quas fuga. Et et porro molestiae quaerat facilis ex dolores accusantium at. Eligendi at ullam. Recusandae nostrum voluptas dolores sequi repellendus accusantium doloribus aut. Eos ipsa vitae inventore eos enim nobis sint laboriosam.\n \rVoluptas et sint eaque error qui inventore ipsa aut. Aliquid magni modi. Ut pariatur ab omnis. Ducimus dolor qui sunt ea. Ut architecto temporibus dolore quo officia sed ut aperiam eos. Ea ut et illum iusto ut soluta iste architecto est.","231.23",227.14,229.61,"28.81",265.68,202.97,["Health","Software Service","Entertainment","Automotive","Materials","Semiconductors","Upcoming Earnings"] 

"AAAAP","Darrion Wolff",12704,"South Fridaberg","Montana",1978,209.07,"41.93","Ab repudiandae vel aut at voluptas dolor non nemo repellendus. Eos in id inventore quod. Rerum et odio est voluptate repudiandae et.\n \rError excepturi et. Est ut ea iusto maiores. Explicabo labore eius provident doloremque natus iste dolore quo omnis. Harum exercitationem nihil facere est ipsam. Perferendis quasi nam.\n \rEaque modi quis. Soluta occaecati et. Delectus aut dolorum. Dolores sit officia nemo. Ratione eaque et molestiae incidunt. Aut consectetur incidunt quia odit omnis hic et culpa.","267.35",263.14,265.61,"11.31",301.68,238.97,["Food","Materials","REIT","ETF","Technology","Health","Consumer Products"] 

"AAAAQ","Jayde Nienow Sr.",17204,"Abbottbury","Connecticut",1880,208.36,"43.26","Corrupti mollitia ipsum aut sit sit. Qui alias rerum quibusdam. Repellendus vitae voluptas ut at et. Doloribus quia aspernatur aut iste nostrum iure. Ea voluptates veniam totam aut.\n \rRerum expedita tenetur sed et impedit et possimus et minima. Ipsa aliquid dolor. Maiores quasi doloribus molestias non dicta dolor quia. Aut iste aut ut non nesciunt eum. Dolor est recusandae maxime. Adipisci omnis consequuntur et beatae assumenda.\n \rNam eos reprehenderit qui natus. Voluptates ab dolorem qui quos optio architecto dolorum qui. Veniam dolorum aut amet explicabo numquam. Reiciendis voluptatem sit odit dolores. Nihil eos et repudiandae.","153.39",149.14,151.61,"13.45",187.68,124.97,["REIT","Entertainment","Retail","100 Most Popular","Banking","Automotive","Semiconductors"] 

"AAAAR","Ms. Tyrel Konopelski",16410,"New Mitchellstad","Georgia",1921,199.39,"19.30","Est aut et ut laborum voluptas esse rem. Officia recusandae aut corporis magnam molestias. Enim velit quaerat et rerum consequatur ducimus voluptate. Occaecati dolores corporis nisi harum ipsam.\n \rProvident quis dolor veritatis. Facere est officiis. Quam quaerat debitis dignissimos non incidunt. Ab doloribus commodi rerum in repellendus quis nihil asperiores quibusdam.\n \rEius expedita corporis odit quam iure dolor. Enim alias fuga quo quod sit et veniam ad. Repudiandae blanditiis fugit voluptatem. Rerum incidunt consequatur voluptatem dolores.","176.95",172.14,174.61,"18.42",210.68,147.97,["Electronic","Internet","Retail","ETF","Social Media","Pharmaceutical","Automotive"] 

"AAAAS","Stuart Thiel",14941,"Gerholdtown","Louisiana",1913,197.99,"52.50","At vero quas fuga sint repellendus. Sunt quae ea neque autem. Blanditiis placeat magni quo dolorem dolorem ad qui architecto. Asperiores nobis doloremque quam temporibus.\n \rAut quidem blanditiis ut recusandae eos. Iste illo fugiat quas omnis libero rerum modi dolor. Dolores qui nulla totam amet alias atque ratione saepe doloribus. Laboriosam iste omnis et quia dolore suscipit. Enim rem dolores qui. Nulla consequatur commodi aliquid dolorem.\n \rConsequuntur repellendus quasi iste cum illum et. Quisquam adipisci laudantium rerum tenetur rerum. Dicta consequatur sunt. Temporibus et eos labore quia. Minus natus quod itaque.","66.04",62.14,64.61,"13.70",100.68,37.97,["Retail","Software Service","Oil and Gas","Manufacturing","Semiconductors","Finance","ETF"] 

"AAAAT","Esperanza Waters",11575,"Funkfurt","Tennessee",2003,182.09,"16.75","Totam at sapiente mollitia tenetur aliquid eveniet explicabo repudiandae. Quisquam voluptatem qui ab at quae quas repellendus unde distinctio. Laudantium quia soluta molestias ipsa atque doloribus facere optio id.\n \rDolores nisi eos veritatis esse voluptates voluptatem eaque vitae. Cum qui reiciendis. Officia quis aut minus aperiam aut sint mollitia temporibus in. Culpa qui voluptate vero minus officia. Aut facere sint corrupti. Architecto similique id impedit similique aut modi.\n \rMinima nulla vel ut inventore vitae. Odio ducimus aut neque et. Ipsum maiores repudiandae et sit iusto officiis delectus voluptatem. Iusto et alias recusandae iusto aperiam veritatis.","88.79",84.14,86.61,"24.11",122.68,59.97,["Consumer Products","Video Games","Software Service","Oil and Gas","Upcoming Earnings","Semiconductors","Pharmaceutical"] 

"AAAAU","Bernhard Altenwerth",19947,"Jimmiebury","Delaware",1899,179.36,"30.99","Dolorem reiciendis vero cumque esse esse. Est sit incidunt sit est corporis. Corrupti in asperiores nam facere est animi dolores optio.\n \rEt accusamus consequatur ipsum. Assumenda et nam odio rerum quia asperiores dolore. Voluptatum assumenda laudantium tempore.\n \rSed eius magni minus dicta ipsa unde sunt ducimus. Nisi amet et libero dolores sint nulla. Neque et nesciunt tempora numquam earum. Quasi ullam et rem quas incidunt porro aut ut. Eaque necessitatibus aut.","239.74",235.14,237.61,"9.38",273.68,210.97,["Health","Aerospace","Automotive","REIT","Retail","Social Media","Internet"] 

"AAAAV","Sienna Bauch",7375,"Onaberg","Florida",1961,157.16,"21.46","Asperiores repudiandae sint. Vitae officia dignissimos. Accusantium repellendus officiis ducimus qui dicta quis. Illo placeat aut qui neque et corporis atque vel. Dolor amet sed provident quis architecto.\n \rLabore iure itaque dolor enim dicta laboriosam numquam cupiditate architecto. Quis repellat est et consectetur voluptatem placeat consequuntur earum. Assumenda quis vero. Dignissimos inventore minus in omnis delectus beatae repudiandae cupiditate alias. Voluptatem culpa praesentium. Ut similique reiciendis explicabo.\n \rEt quasi qui ut doloribus illo non suscipit est. Exercitationem rerum eaque. Id qui nemo. Consequatur laudantium inventore aut ab.","283.35",279.14,281.61,"36.90",317.68,254.97,["Food","Consumer Products","Finance","Software Service","Video Games","Internet","ETF"] 

"AAABA","Catherine Baumbach",12811,"South Jacklyn","Wyoming",1995,143.28,"36.16","Expedita expedita quos deleniti quo veniam. Consequatur sunt eaque earum explicabo exercitationem velit nam ex. Omnis repellat consequatur quo explicabo accusantium amet. Quia porro sit quia maxime numquam nisi.\n \rUt est odio sed perspiciatis omnis. Modi architecto est. Qui ipsam consequuntur. Et excepturi incidunt. Et atque saepe.\n \rAccusamus beatae dolorem nihil. Hic qui aliquam nihil deserunt repellendus nulla possimus ullam. Debitis nemo recusandae ut dicta. Ducimus perspiciatis at rerum vel. Vel perferendis soluta. Error minus recusandae ut sint quod.","97.31",93.14,95.61,"7.29",131.68,68.97,["Energy","Pharmaceutical","Health","Video Games","Upcoming Earnings","Food","Aerospace"] 

"AAABB","Chase Waters",8925,"O'Konland","Arkansas",1943,131.22,"55.66","Est repellendus architecto quasi id aut at. Magnam officiis earum laborum ducimus illo sit et. Voluptatem eum et rerum fuga earum in. Quia totam laboriosam ipsam ullam eligendi aut modi eaque. Ipsum provident quae tenetur.\n \rAd quo fugit quia occaecati eum delectus. Autem est aut accusantium accusantium. Molestias sit deserunt suscipit non dolores nulla facilis ab ipsa. Earum eaque qui adipisci asperiores nulla repellendus rerum odio consequatur. Impedit vitae consequuntur a eos ipsum quos dolores est. In qui ut ut.\n \rOccaecati quod dolore deleniti iure vel adipisci. Quae eaque nobis. Ea eveniet labore illum repudiandae quibusdam inventore assumenda. Cum qui at unde autem cumque non qui qui.","100.71",96.14,98.61,"10.79",134.68,71.97,["Finance","Banking","Semiconductors","Food","Energy","Manufacturing","Materials"] 

"AAABC","Aleen Ryan",10718,"East Gabeshire","California",1893,127.11,"46.82","Nisi nihil omnis vel. Odit alias molestias maxime temporibus nostrum non. Sit sed et dolorem voluptas voluptatum hic at. Voluptatem et magni sit et labore. Velit rerum assumenda minima sapiente. Dolorum doloremque veritatis dolore.\n \rVoluptatem neque qui nihil omnis et id. Pariatur non fugiat iure in atque. Nam aut repellat.\n \rError sed accusantium provident. Veniam molestiae veniam et quis facilis quidem rerum aperiam. Aut iusto ut et ea suscipit omnis voluptatem et rerum.","162.32",158.14,160.61,"21.19",196.68,133.97,["Video Games","100 Most Popular","Social Media","Internet","Food","New On TradeDesk","Entertainment"] 

"AAABD","Georgianna Kuhlman",4874,"Denesikbury","Mississippi",1896,122.89,"47.45","Qui magnam aliquam quidem aut consequatur quasi. Error rem sed exercitationem sed cum velit tenetur. Quam quod molestiae iusto aut quidem. Et et et possimus vero rerum ad. Qui maiores quod ut. Consectetur natus reprehenderit eos rerum ipsa sint natus accusantium culpa.\n \rDolores consectetur hic unde minus non perspiciatis fugiat recusandae. Tenetur aut voluptas adipisci expedita laboriosam maxime aliquid quae. Iste quasi ducimus consectetur corrupti dolor veniam molestiae non maiores. Veniam ut earum.\n \rLaudantium quia placeat reiciendis nihil beatae ex. Eum harum voluptatum et alias aperiam qui. Non sunt voluptas et reiciendis asperiores necessitatibus dolore repellendus. Qui sed cupiditate ad quasi velit dolorum est et beatae.","56.62",52.14,54.61,"33.11",90.68,27.97,["Software Service","Social Media","Internet","Health","ETF","New On TradeDesk","Food"] 

"AAABE","Donna Ward",14390,"Fritschfurt","Wisconsin",1899,119.9,"37.60","Quia quas adipisci deserunt consectetur quo perspiciatis veritatis dolore. Esse ratione culpa dicta iusto dolores dolore est. Nostrum officia dolore aperiam. Sunt consequatur voluptas dignissimos odit quibusdam.\n \rEt possimus et debitis voluptatem eos ut ducimus nisi veritatis. Porro aliquid fugiat deleniti ipsam iure quia. Officia est non. Repellat delectus quidem atque aut occaecati nesciunt et blanditiis.\n \rNecessitatibus alias odio cum enim. Ipsa ex dolor magnam quis sed ut. Explicabo est cum et perferendis illum cum rerum odit soluta. A nihil sit labore consequatur aut dolorem odio et minus. Dolore quo laboriosam.","182.56",178.14,180.61,"19.33",216.68,153.97,["Food","Video Games","New On TradeDesk","Entertainment","Software Service","ETF","Materials"] 

"AAABF","Iliana Lakin",8557,"Blakefurt","Minnesota",1988,107.18,"66.41","Error non corrupti sint quis inventore facere ipsa. Ipsam neque numquam maxime. Rem eos iste odit dolorem autem consectetur enim et rem.\n \rVoluptatum aut voluptatem minima aut. Sit dolor porro ad. Vel ad eum distinctio est debitis quo minus ipsam.\n \rHarum repudiandae quod enim quasi quisquam id officia nemo quis. Quae quas qui atque ut voluptate laborum. Quasi facilis quia dolorum qui molestias voluptatem. Nostrum tempore iure velit ut sequi autem eveniet qui exercitationem. Voluptatum voluptatem ut minima assumenda aut fugiat officiis.","142.59",138.14,140.61,"10.16",176.68,113.97,["Internet","Oil and Gas","Upcoming Earnings","REIT","Social Media","Technology","Semiconductors"] 

"AAABG","Elnora Green",1322,"Nolaview","Utah",1962,106.77,"79.68","Maxime iusto ex sit omnis vel sint. Reprehenderit deserunt et maxime possimus. Voluptatem incidunt magnam possimus quis.\n \rNostrum aut nihil quasi repudiandae quisquam rerum et rerum. Quia minima aspernatur praesentium exercitationem qui qui. Ut quo asperiores nihil. Ut et modi quia in ut non aut ducimus architecto.\n \rVoluptates magni neque alias repellendus eius rerum minima laudantium. Et non illum dolore qui atque dolore. Aut fugit odit. Provident cupiditate tenetur et et esse. Explicabo rem quia qui nostrum.","162.26",158.14,160.61,"37.53",196.68,133.97,["Banking","Finance","Health","Consumer Products","Social Media","Energy","Entertainment"] 

"AAABH","Sarah Dicki",13594,"Magnoliaview","Ohio",1880,106.41,"82.17","Corporis aliquam numquam blanditiis ullam aspernatur voluptatem enim. Autem voluptatem voluptatem totam et omnis. Et ut recusandae amet alias earum mollitia pariatur sint. Fugiat ipsa nisi vel sit dicta ad maxime eum.\n \rMaiores et vel nihil sed consequatur. Qui nisi aspernatur accusantium non quia excepturi modi quia. Deserunt tempora quae aperiam ducimus odio maxime. Veritatis quam quidem quia aut. Maiores sapiente et fugiat ut. Aliquid rem natus iure voluptates.\n \rConsequuntur assumenda dolorem similique. Vel sit corrupti voluptas et ullam nulla. Ullam commodi aut deleniti tempore autem in ipsum aperiam atque.","123.13",119.14,121.61,"36.70",157.68,94.97,["Health","Upcoming Earnings","100 Most Popular","New On TradeDesk","Finance","Retail","Electronic"] 

"AAABI","Ms. Doris Kunze",2187,"Adolfside","Maine",1924,103.09,"79.83","Earum quis ratione hic aliquam ut. Aut debitis quis officia. Iure quia maiores consequuntur ut eligendi. Voluptatum vitae velit.\n \rOmnis qui qui quisquam. Veniam nobis sint suscipit. Rerum iure est ipsa facere numquam. Exercitationem quia facilis voluptatem. Numquam autem ipsum.\n \rAut dolorem facilis in. In quis perspiciatis debitis praesentium laudantium voluptate. Molestias tempora recusandae eos voluptas dolorem aut facere deserunt minus.","211.15",207.14,209.61,"30.25",245.68,182.97,["Semiconductors","Entertainment","Upcoming Earnings","Manufacturing","Health","Materials","Software Service"] 

"AAABJ","Modesta Spinka II",1312,"New Makaylaburgh","Florida",1901,90.73,"29.09","Qui dicta nulla vitae nisi. Ratione voluptas est voluptatem. Qui pariatur voluptatem rerum mollitia est. Expedita eos natus. Repellat quasi possimus libero blanditiis necessitatibus. Qui odio et.\n \rEnim vel autem deserunt numquam quia fugit. Consequatur praesentium ullam animi omnis vel voluptate delectus maiores laudantium. Vero sapiente sit eveniet provident non rem atque natus nam. Commodi assumenda sunt maxime aut. Sed rerum ipsam aliquam consectetur provident id velit eum.\n \rQuibusdam nobis laborum unde dolorem exercitationem ullam dolores qui aut. Quaerat voluptas ratione officiis repellendus magni accusantium rem nisi vel. Error sunt delectus aut. Aliquid quae dolor est commodi quia. Tempore dolores rerum qui necessitatibus accusamus explicabo autem eum. Qui molestias doloribus dicta itaque labore non et.","215.70",211.14,213.61,"14.13",249.68,186.97,["Semiconductors","Entertainment","Energy","Health","Pharmaceutical","Manufacturing","Food"] 

"AAABK","Raina Balistreri",11439,"Cotyhaven","New Hampshire",1886,87.96,"79.34","Voluptas nisi quia quidem eum consequatur mollitia aspernatur qui. Ipsa fugit porro temporibus esse earum qui. Temporibus repudiandae eaque. Officia quibusdam earum odit fugit vitae sunt deleniti. Sunt corporis quasi corporis consequuntur modi voluptate.\n \rMinus tenetur fugit quidem rerum enim. Excepturi laboriosam possimus quia. Sunt hic eos voluptas voluptas maxime ipsum et non. Reprehenderit aut laboriosam. Quis architecto non et dolorem aut.\n \rAssumenda sit fugiat exercitationem eligendi. Id velit numquam. Dolorum perferendis non odit quos nesciunt debitis. Nobis magni quibusdam veritatis provident quae voluptatem officia.","64.47",60.14,62.61,"13.98",98.68,35.97,["Retail","Video Games","REIT","Consumer Products","Software Service","ETF","Materials"] 

"AAABL","Tiara Flatley",18383,"Lake Kolby","Arizona",1961,81.9,"37.67","Sint delectus optio molestiae. Sed ab reprehenderit amet. Quos sint voluptas tenetur officiis rem tempora harum quis. Commodi quis officia ab tempore labore dicta quod. Ducimus suscipit beatae voluptas nihil rem occaecati eligendi. Accusamus ut eum maiores.\n \rSed et omnis iure dignissimos magnam blanditiis. Voluptatibus et pariatur praesentium at fugit. Voluptatem rerum vel rem maiores maxime modi. Modi harum et qui et quidem eaque ut quidem.\n \rPerferendis aliquam quia consequatur. Tempora similique aliquam nobis voluptates. Quam veritatis minus. Aperiam et occaecati hic voluptates numquam. Architecto et voluptatem rerum praesentium iusto a iusto. Nam iusto provident ipsam praesentium dolores ipsam.","56.78",52.14,54.61,"23.80",90.68,27.97,["Manufacturing","Upcoming Earnings","Social Media","ETF","Food","Retail","New On TradeDesk"] 

